#;COLAlloc;Quantity;MinQuantity;MaxQuantity;HasSalesBudgetReservation;RequiresOrderCombination;NrOfActiveRoutingChainUpstream;SelectedShippingShop;Вид ГП;DeliveryType;ImgPlannedStatus;RoutingId;Name;ProductId;ProductName;LatestDesiredDeliveryDate;ProductSpecificationId;ResourceGroupIds
1581;40375831/3;68;61,2;74,8;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;2B7BE2324B704C852A00A659EE4742A9;G_OTGRG
1582;40372597/3;120;108;132;ИСТИНА;ЛОЖЬ;1;13;ПГТД;ЛНТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;26-апр.-2020;E4B5101EA8A1769BA0928A83F96A357C;G_OTGRH, G_VSL1
1583;40371370/2;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;E3E17A04EC59369218A83B3DE4A2B550;G_OTGRH
1584;40365354/2;30;24;33;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;53E363E65C9F0387ED7C7B218C00D068;G_OTGRD
1585;40373461/5;34;28,9;37,4;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;9F26C3DCBE415355A87F4DBABA355995;G_OTGRG
1586;40368031/27;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;F2037864E828932EBCA02E9AE31F3D69;G_OTGRH
1587;40371392/4;44;35,2;52,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;26-апр.-2020;37841471BFE0CC72DF61BCF4DAA26035;G_OTGRH, G_VSL1
1588;40374584/3;34;28,9;37,4;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;C500F006A7843CC004F6936F2CEAF33F;G_OTGRG
1589;40368607/1;60;51;66;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;8E1395263451E94A9F323CFEAB40194A;G_OTGRH
1590;40368630/13;20;16;24;ИСТИНА;ЛОЖЬ;28;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;00FDD64CBDE22329E70106E7007525E2;G_OTGRH
1591;40368437/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;26-апр.-2020;A015617C73EE4533C3545C0456EFDE30;G_OTGRH, G_VSL1
1592;40359328/4;7,6;1,63;11,63;ИСТИНА;ЛОЖЬ;48;15;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;478F08E8AE2DA0E888BB199382A5E005;G_OTGRH
1593;40371391/1;15;12;18;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;26-апр.-2020;F1BE54274E16007858E565716E7D23C4;G_OTGRD, G_VSL1
1594;40373135/1;68;61,2;74,8;ИСТИНА;ЛОЖЬ;1;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;4B3338F65FBD929826636C91624C96D5;G_OTGRG
1595;40364451/2;2,9;0;7,32;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;48517D4BBD01BFB906504F7BDF53814F;G_OTGRH
1596;40371345/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;26-апр.-2020;3184C6B3D658EE5AEC3484D88A650786;G_OTGRH, G_VSL1
1597;40371260/3;60;51;66;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;9098AC1B86FE3DA813D13A343C93ED6C;G_OTGRH
1598;40372809/2;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;60616C46C13BBCDC8BEEB889771AE939;G_OTGRD
1599;40367452/2;416;374,4;436,8;ИСТИНА;ЛОЖЬ;768;15;ПХО;ЛНТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;7E47CF8467E1890FF83461000CAB81CC;G_OTGRH
1600;40373642/4;40;34;44;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;C4882EB2F71518DBD06D812D5D435A06;G_OTGRD
1601;40362032/7;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;FBBA3604A6D2F2678CA871439D4DD1A1;G_OTGRH
1602;40360213/6;2,6;0;7,38;ИСТИНА;ЛОЖЬ;24;15;ПХО;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;4398B5AF776E4D2AECE5DE26F49BEDE1;G_OTGRH
1603;40367937/3;272;244,8;285,6;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;CD6F8A98F93A26D79AC9F3A112D8B076;G_OTGRG
1604;40372384/1;300;180;420;ИСТИНА;ЛОЖЬ;2;7;С;-;ImgPlannedStatus2;40360493|1|01|001T;Отгрузка КЦ-2;QHF_0102100_T;Товарный сляб;26-апр.-2020;7AB2A4E76F0C2D02CB5547B1803A521B;G_OTGRO2
1605;40372574/5;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;9F73172B26C4A86E8214E7F102FAF979;G_OTGRD
1606;40373206/1;40;34;48;ИСТИНА;ЛОЖЬ;2;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;12-апр.-2020;945DDB82195D67A35EC9F537BB8956EE;G_OTGRD
1607;40367294/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;C438D1C69CD328615BF998E6E8EE5A58;G_OTGRH
1608;40371348/11;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;26-апр.-2020;4CB3E7918DA112DBA304C44D113728D3;G_OTGRH
1609;40359640/2;7,7;0;20,48;ИСТИНА;ЛОЖЬ;24;15;ПХО;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;353032AADBFE182D9F52DA836BDE6B1C;G_OTGRH
1610;40367451/18;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;7C79F244800E091A8B58ED238F858231;G_OTGRH
1611;40368570/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;3DD4FDAE254BB65EA027AA8D635AFFEA;G_OTGRH
1612;40374619/3;88;79,2;96,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН РСП;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;41914F7A47FDC04475389349A2A66B1D;G_OTGRH
1613;40359436/9;8,6;0;21,62;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatusUpstreamNotPlanned;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;0CA96F2234D12DE135CF68F8EC0E6C41;G_OTGRD
1614;40373139/4;90;81;99;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;9EC2F0D68C2DE9F8C157387CAA6DEC71;G_OTGRD
1615;40373606/1;34;28,9;37,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;9E4F50A47C036D08B90E3440EC81F4C4;G_OTGRG
1616;40372342/1;40;34;44;ИСТИНА;ЛОЖЬ;16;15;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;5BC0CBD5EEA0436A5228570AB9D3E557;G_OTGRH
1617;40367015/3;44;35,2;52,8;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;A8736C4C06865C74DF74EED796B57F29;G_OTGRH
1618;40374876/9;136;122,4;142,8;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;61EE2A5A0A586B82BC1CC21087142825;G_OTGRG
1619;40368031/8;80;72;88;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;59FBA36F2DA6DAB19B643F876E061F61;G_OTGRH
1620;40372605/12;40;34;44;ИСТИНА;ЛОЖЬ;102;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;C9C6CC15DD3B1B5A6BBCF7B40DE42CAD;G_OTGRH
1621;40371133/12;44;34,42;50,42;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;A3E1CEACF082D031DB690412B7AB78C3;G_OTGRH
1622;40372225/10;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;34F3CBEA05B1A27D843998BBDF113601;G_OTGRD
1623;40373127/1;20;16;24;ИСТИНА;ЛОЖЬ;32;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;5B78F6B04C4DE62B96EA74163344C7D5;G_OTGRH
1624;40359434/3;5,1;0;11,48;ИСТИНА;ЛОЖЬ;768;15;ПХО;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;5BEC28017D19C14A6D9D2F914DC14D03;G_OTGRH
1625;40360252/1;8,9;0;15,32;ИСТИНА;ЛОЖЬ;48;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;B359E3B90BFA2C9BB5FCA7E1C8B0036A;G_OTGRH
1626;40365926/3;22;17,6;26,4;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;742ECCFFE6E3C9F4CC47AAA594BC2DC5;G_OTGRH
1627;40373172/11;11,6;1,13;22,13;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;9B97812AF5D5B5992B680F39EFD2ACE8;G_OTGRD
1628;40373219/6;40;34;44;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;E1B5A109E75DB8AEF7B8D54B4F2BEC35;G_OTGRG
1629;40372159/8;34;28,9;37,4;ИСТИНА;ЛОЖЬ;9;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;78613F0B8E66CF607934B58D7C777491;G_OTGRG
1630;40372918/21;34;28,9;37,4;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;A68F33E8ECFAF7FE12002DB91E1B5A74;G_OTGRG
1631;40372640/4;34;28,9;37,4;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;383FD12F0FBACFB1A1DB02201AB19389;G_OTGRG
1632;40372918/2;34;28,9;37,4;ИСТИНА;ЛОЖЬ;12;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;6755F03B8CF4C2122E16D1519A7A7480;G_OTGRG
1633;40364315/8;23,7;12,53;34,93;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;A3D2723C26F94D5FD99893B3A0F86CF0;G_OTGRH
1634;40367215/4;20;16;24;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;26-апр.-2020;A92933590892172A54294F60E30BF34C;G_OTGRH, G_VSL1
1635;40366519/1;53;45,05;58,3;ИСТИНА;ЛОЖЬ;4;13;ПХТД;ЛНТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;45FE11BD4792E401A9A640B9DC119ED5;G_OTGRH
1636;40372654/1;195;175,5;204,75;ИСТИНА;ЛОЖЬ;4;11;ПХА;РЛН;ImgPlannedStatusUpstreamNotPlanned;40346921|1|01|001T;Отгрузка ЦТС;QHF_0104210_YP;Прокат холод. анизотропный упаковка;26-апр.-2020;DC7DE1FE2F36DBDDC46D5656514F8508;G_OTGRT
1637;40371581/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;6;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;80E0D75FE89378B89AD5BC860B62069F;G_OTGRH
1638;40372988/5;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;26-апр.-2020;934218EED334841DB4BDEC3222100275;G_OTGRH
1639;40367636/5;128;115,2;140,8;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;26-апр.-2020;2935389897CD8CA032296E93DE5E7865;G_OTGRH
1640;40372988/1;40;34;44;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;30DA322B118BB4FD2597558B00B0891C;G_OTGRH
1641;40368329/4;20;16;24;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;B1DE218AD87FB228DDE570A23C342789;G_OTGRH
1642;40367378/7;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;F989E05CB99B8B924EED3D0655BF7A2C;G_OTGRD
1643;40373140/11;34;28,9;37,4;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;E21A3624DB6EA5008099694712FBE062;G_OTGRG
1644;40373932/1;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;C77D4358563517F676EEF02AFA6DB415;G_OTGRD
1645;40373575/2;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;157F8475944193FCB38C1EEAC260EDCA;G_OTGRD
1646;40371370/5;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;5B8C48E8ED29A4E904E578D1D53931DD;G_OTGRH
1647;40367608/1;27,6;18,03;34,03;ИСТИНА;ЛОЖЬ;228;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;48C204DFF42D166A818812B990E5E88A;G_OTGRH
1648;40373934/1;20;16;26,2;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;26-апр.-2020;3D1EA7E7A270417BAABB1FA83429F422;G_OTGRD
1649;40374597/3;34;28,9;37,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;26-апр.-2020;A586C7C813E32BD3EE102EAF4CDB1979;G_OTGRG
1650;40367691/2;80;72;88;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;26-апр.-2020;4AEAE4BB46485275E03E4916572218E4;G_OTGRH
1651;40371258/2;36;30,6;39,6;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;26-апр.-2020;3E54A0D79D5658C6196FE05A884043A5;G_OTGRH
1652;40368215/1;153,1;135,06;171,06;ИСТИНА;ИСТИНА;1;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;26-апр.-2020;1D8B67B9913092509D095FA5D9F7F858;G_OTGRD, G_VSL1
